NAME,ZIP,TEL,LON,LAT
SPEEDWAY LLC,11355,7182394862,-73.82600744,40.74804642
SUPER VAPE CONVENIENCE SHOP CORP,10009,9172390452,-73.97723215,40.72205102
FOURTY GOURMET DELI CORP,11433,6464628036,-73.79522689,40.69836222
SHREE SHRIJI CORPORATION,10001,7188760907,-73.98855879,40.75099887
"RITE AID OF NEW YORK, INC.",10469,212-791-5795,-73.84326605,40.86152456
CANA ARRIBA GROCERY STORE INC.,10460,718-893-2825,-73.88782285,40.83195286
A S CONVENIENCES INC.,11366,7183743102,-73.80538082,40.72115319
JADE FOOD CENTER CORP.,10457,7185830356,-73.90141208,40.83787464
LOS CORBATICAS DELI GROCERY II CORP,10453,9174719809,-73.91853662,40.84824928
BORO PARK DELI GROCERY CORP,11219,3477871789,-73.99477924,40.63633389
S & T BAGELS & DELI CORP.,10301,7189812100,-74.10499006,40.63066475
G.O.D. FIRST DELI CORP.,11385,3476990589,-73.88639422,40.70147462
MIDNIGHT DELI AND GROCERY CORP,10472,3472828823,-73.87530112,40.82647801
HABIBIE #6 INC,10035,2122892822,-73.93407896,40.7971608
REJOK INCORPORATED,11428,7187402390,-73.73601361,40.72846434
GHANSHYAM 2 DELI & GROCERY INC,10031,2122682222,-73.94956458,40.82763229
FLAT GAS INC.,11207,7182573847,-73.88657744,40.65313655
ROYAL DELI GRILL CORP,11214,718-372-6760,-74.00229026,40.59983374
390 Cafe Inc.,10018,973-413-7767,-73.98408005,40.74980712
TANVIR A. SYED,11373,6462586574,-73.876016,40.73563346
141 FINEST DELI CORP,10030,9173458495,-73.94537494,40.82095797
A AND T GROCERY INC.,11224,718-946-3289,-73.98150425,40.57670733
"FAMILY DOLLAR STORES OF NEW YORK, INC.",11212,7048476961,-73.90808083,40.65924642
"DUMAIN, ALAN R.",11379,7185655078,-73.88638502,40.72168706
DUANE READE,10017,718-386-6692,-73.97399435,40.75424354
"KHANOM, ZUBEDA",11218,7189414483,-73.97091559,40.64666994
DIAMOND DELI INC,11222,2125449305,-73.94671263,40.72510958
OLYMPOI CORP.,10075,2128790980,-73.95235725,40.77277187
BRADY DELI GROCERY INC,10462,7187920200,-73.86487507,40.85220069
NU IDEA MARKETING INC,11430,3473981635,,
CAPELLAN DELI GROCERY CORP.,10029,2128288555,-73.94358718,40.79884288
LEONARD NEWS INC,10013,212-334-2400,-74.00396089,40.71696168
DUANE READE,11417,718-386-6692,-73.83763141,40.68174437
"MOZEB, ALI A",11216,718-604-3525,-73.95044032,40.67064683
COCO ONE STOP INC,10003,9172246655,-73.99106594,40.73348209
"RITE AID OF NEW YORK, INC.",11372,212-791-5795,-73.88237434,40.7558662
ESPERANZA GROCERY CORP,10452,718-294-0606,-73.91166748,40.84401738
LIVONIA DELI CORP,11212,7189221769,-73.90898429,40.66276869
"PAKSEY ASSOCIATES, INC.",11214,7184384913,-73.9980445,40.60447519
SYRENA GROCERY INC.,11378,7182619869,-73.90398637,40.72437373
314 EAST DELI GROCERY CORP.,10458,9738090284,-73.89500841,40.86064182
THE MERCER I L.L.C.,10012,2129666060,-73.99834041,40.724938
"LEXINGTON AVENUE NEWS, INC.",10028,2125358200,-73.95648394,40.77827945
BAYCHESTER PETROLEUM LLC,10475,7182318014,-73.83845662,40.8813621
GOLDEN LION CHENG LE INC.,11365,7185394961,-73.79453872,40.73325798
"HAMILTON FOOD STORE, INC.",10025,2127498924,-73.96129144,40.80647503
EMPIRE STATE DELI INCORPORATED,11103,7186062316,-73.91318995,40.76303263
PAGE BAGELS AND DELI INC,10307,7189679855,-74.23342475,40.5167883
"Hudson Keelee JFK 7, JV",11430,7182565946,-73.78824186,40.64824356
GWQ ROEBLING FOOD CORP,11211,7183882406,-73.96103112,40.70815544
322 VAN BRUNT CORP.,11231,7186241779,-74.01115482,40.67885012
BEDFORD EXOTICS INC,11211,347-623-7763,-73.95815061,40.71742349
MIDDLE VILLAGE CARDS LLC,11379,7184584292,-73.8795248,40.72485028
SPEEDWAY LLC,10456,7182394862,-73.90988046,40.83183771
AZAAL DELI CORP,11372,3472882489,-73.87195439,40.75366478
"KLEYNBURG, ROMAN",11377,7182672862,-73.90096242,40.75393491
SOHAM ENTERPRISE LLC,10303,7187616500,-74.14795786,40.62502085
VITAL PHARMACIES INC.,11355,7184607777,-73.81498266,40.75551967
W AND W CONVENIENCE STORE INCORPOPRATED,10467,7184662000,-73.86729266,40.8670194
KING GOURMET DELI CORP.,11237,7188211122,-73.92677423,40.70360989
PLAZA MEAT MARKET CORP.,11207,7189191144,-73.90889824,40.6861898
NEW TOWN MARKET INC.,11373,7183930099,-73.87311265,40.74247571
DUANE READE,10023,718-386-6692,-73.98215793,40.7709496
MH & USA DELI CORP,11226,7185011810,-73.95820124,40.64819486
1st & 96th MANAGEMENT INC,10128,6464280989,-73.94487522,40.78305581
LA VINA FOOD CORP.,10468,718-543-6324,-73.90075968,40.86821679
N NEWS LLC,10007,9175825704,-74.009256,40.71325595
"ESPINAL, INES M",11385,7183819666,-73.91446957,40.70828123
57 GRAND CAFE CORP.,10013,2124318148,-74.00351386,40.72225084
ARCHER CONVENIENCE STORE L.P.,10462,7182390967,-73.86362418,40.83819296
VALENTINA GROCERY CORP,11232,7189722426,-74.00184872,40.64981912
TWO GUYS DELI & GROCERY INC,11106,2127176600,-73.93316459,40.75819599
BENNY & SONS GROCERY CORP.,11385,7188211250,-73.88092227,40.70194394
BILAL M INC.,11416,7183228877,-73.85351989,40.68211977
"CASTILLO PERALTA, NELSON D",11692,6466449820,-73.80089784,40.59513785
HUDSON RETAIL NEU-NEWS LAGUARDIA JV,11371,7184246500,,
"VASU CONVENIENCE, INC.",11375,7182680564,-73.83204577,40.71497279
PENNSYLVANIA FAMILY DELI INC,11207,3477571959,-73.89491839,40.66821332
"160 CRESCENT DELI & GROCERY, CORP.",11208,718-277-4259,-73.87277757,40.68549953
"MARIN, ANDRES",11421,7188052116,-73.86031996,40.69239093
"GENOVESE DRUG STORES, INC.",11223,212-929-6915,-73.97536641,40.59675146
HERE & THERE GROCERY CORP,11214,718-449-1251,-73.99866031,40.60484301
TRONCOSO BROTHERS CORP.,11385,718-821-1951,-73.90311265,40.69751823
"GENOVESE DRUG STORES, INC.",11106,212-929-6915,-73.9256889,40.76160861
"AHSANUDDIN, MOHAMMED",10451,7187986987,-73.92592933,40.82781166
FLATLAND GROCERY INC,11234,3479268089,-73.92388072,40.62865908
"OSN DELI & GROCERY, CORP",10302,,-74.13460041,40.63051312
BOLLA OPERATING CORP.,10301,5165126125,-74.07611738,40.63647076
BOLLA OPERATING CORP.,10312,5165126125,-74.16938819,40.56099067
SIDE LINE GOURMET DELI INC,10457,718-618-0680,-73.90379232,40.84879785
"CAFE BRAVO, INC.",10001,646-457-0268,-73.99797162,40.75107627
"AKHTER, ROZINA",11210,6314806100,-73.94696733,40.62720084
DEEP TRADING CORPORATION,11102,7187261245,-73.92323799,40.76774974
"ESTRELLA, PEDRO A MARTE",11207,347-529-2386,-73.90516235,40.68898919
41-17 CANELA'S DELI GROCERY CORP,11368,7186517506,-73.85830108,40.74984732
DUANE READE,10065,718-386-6692,-73.96751478,40.76313212
1711 FOSTER CORPORATION,11230,718-859-1128,-73.96111347,40.63501542
CHAND SERVICE INC,10467,917-287-0537,-73.87788324,40.87055254
CANDY SHOP 93 INC.,11209,7187591701,-74.03306322,40.61853478
DUANE READE,10121,718-386-6692,-73.99134523,40.75001649
"ISHAGE, GIBRIL M",10024,7186994617,-73.97853563,40.78578702
NOR-TOPIA SERVICE STATION INC.,11358,7189394599,-73.79387844,40.75774552
BAY SIDE MINI MART INC.,11235,718-769-5300,-73.93508857,40.58403557
"LA REINA MORENA DELI & GROCERY, CORP",11219,7188518429,-73.99253366,40.64440618
82ND CANDY CORP.,11373,9178326906,-73.88372633,40.74642289
KING STAR CONVENIENCE INC,11217,347-295-9839,-73.97723753,40.68517236
"JACKIE'S DELICATESSEN, INC.",11234,7183396556,-73.93184771,40.60940936
"JUBILEE NEWS, INC.",10025,2122228525,-73.96939758,40.79793588
"PARK SLOPE CANDY SHOP, INC.",11215,7187838100,-73.97558653,40.67426978
"CORSON AVE. DELI GROCERY, INC.",10301,7187205794,-74.07925048,40.63821981
FRESH FRUIT & CAFE ORGANIC INC,11106,917-724-7479,-73.92364987,40.76117087
PACIFIC SUPERMARKETS 1 CORP,11216,347-513-9468,-73.94978986,40.67753593
LI'S FAMILY GROCERY INC,11209,718-833-8898,-74.03073492,40.62337449
EN-EXPRESS DELI CORP.,11102,7182041566,-73.93343594,40.77200494
"AHMED, MOHAMED A",11237,7188218850,-73.92212114,40.70096362
"ABDULLA, ALI S",10472,7188287700,-73.85943288,40.83264635
"LUCKY BUSY DELI, INC.",11362,7182293749,-73.73128756,40.76056713
"BAEZ, FRANKLIN O",11237,7184560171,-73.92043354,40.70680333
VANESSA FOODS CORP.,11368,7185925993,-73.85486893,40.74314859
"ADAMEZ, JUAN J",11412,7187404507,-73.76253443,40.69855193
ONE WAY DELI CORP.,10037,7182291584,-73.9381663,40.81781163
H & M CANDY AND GROCERY CORP.,11106,7187770028,-73.92601306,40.76225933
FIVE CORNER DELI CORP.,11102,7187285668,-73.92685912,40.7741693
CHELA FOODS MARKET CORP,11212,7186937292,-73.90345231,40.65721423
R & M GROCERY CORP.,11235,718-616-1947,-73.96393847,40.58111954
BETEL MINI MARKET & DELI CORP.,11201,7182468115,-73.98330539,40.70138675
DUANE READE,11413,718-386-6692,-73.74031645,40.67607907
THRIFTWAY ROSSVILLE CARD CORP.,10309,7182271770,-74.2225748,40.54947599
"SHAHAB, FAHAD F",11209,7182380804,-74.03427918,40.61555084
7TH AVE DELI GROCERY CORP,10030,2124915159,-73.94083494,40.81920735
LOTUS FARMERS BLVD GAS CORP,11412,5168027171,-73.76219806,40.69781289
BISBAS GOURMET DELI INC,11422,(718) 525 6555,-73.73041781,40.67400595
GRACE 38 CAFE INC.,10018,212-627-0361,-73.9915323,40.75482805
MAHI AMBE INC.,11209,718-426-4182,-74.03129326,40.61564775
BEACHHAVEN FOOD CORP,11223,718-648-7775,-73.97165484,40.58606784
"HUDSON GROUP (HG) RETAIL, LLC",10119,2129716800,-73.99087596,40.75065873
RED HOOK DELI AND GROCERY 2015 CORP,11231,9292335925,-74.00716688,40.67446428
YAMASA DELI & GROCERY III L.L.C.,10452,7189926701,-73.92063961,40.8336434
JAMAMU GROCERY CORP.,11101,7187843884,-73.93851087,40.75378267
MELANY FOOD CENTER CORP.,11225,718-693-0703,-73.95377309,40.66273228
QUICK STOP DELI & GRILL INC,11419,3472612616,-73.82760502,40.68576461
KING ROCKAWAY PKWY CORP,11236,2123049582,-73.89120539,40.63514345
HONEST ONE FOOD CORP.,10301,7184200361,-74.08746542,40.63809309
1650 LOS VECINOS DELI INC,10040,212-568-4050,-73.92848207,40.85648724
"14TH STREET LOTTO & MAGAZINE, INC.",10009,2123874379,-73.98169235,40.730986
FRIAS DELI FOOD CORP,10451,3475901114,-73.92232704,40.81830708
"KIM, MYUNG S",11360,718-352-3949,-73.78593487,40.78883999
V & V DELI CORP.,10455,718-292-3999,-73.90032598,40.81503492
"RUNA, MOSAMMAT Z B",11218,7186861070,-73.98090957,40.6421898
"701 DELI, INC.",10039,6462479898,-73.93616578,40.82054154
"BIORDI, JOHN & WALSH, MARIA L",11420,718-322-4127,-73.81157143,40.66885083
"PARMAR, ROSHAN",10027,2129999999,-73.96389863,40.80800194
TAYLOR SUPERETTE CORP.,10473,7188600395,-73.86127835,40.81411075
"GOOD FORTUNE SUPERMARKET OF BROOKLYN, INC.",11219,7186802889,-74.01093042,40.62950445
"RANDALL PETROLEUM, LLC",10474,9733453900,-73.8874447,40.81197093
91 CATHERINE GROCERY CORP,10031,2123689715,-73.95037007,40.8231862
1938 MADISON INC.,10035,2128313014,-73.94097371,40.80532736
"GENOVESE DRUG STORES, INC.",11209,212-929-6915,-74.02267859,40.6293655
SERRATA SHOP SMART CORP.,11233,7184430395,-73.92259735,40.6821952
"ALKHULAQI, HUSSEIN M",11368,7184293556,-73.86963441,40.7495478
"HMC TOWER, INC.",10461,7184503313,-73.83840584,40.84274131
ak mart and convenience inc,11378,7189669231,-73.89496416,40.72613623
AHMON FOOD INC.,10461,7183240370,-73.84843751,40.84650146
"THOMAS, JOSE P",10004,3472833341,-74.01443372,40.70322056
DUANE READE,11223,718-386-6692,-73.97039022,40.60438905
"FAMILY DOLLAR STORES OF NEW YORK, INC. # 11160",11233,2122654550,-73.90850934,40.68055447
"ABDOULKARIM, YAFAI A",11201,7184220477,-73.99810697,40.68744452
LEWIS AVE. GROCERY CORP.,11206,7184525495,-73.93727852,40.69410822
J EDWIN FOOD CORP.,11231,7188584343,-74.0073904,40.6745274
NAGLE FUEL CORP.,10034,2015192384,-73.92051402,40.86314616
ELITE OIL CORPORATION,11365,7189616636,-73.79267364,40.7389308
NEVINS DELI & GRILL INC,11217,718-502-7553,-73.98130749,40.68810176
SPEEDWAY LLC,11435,7182394862,-73.80338103,40.69709737
2922 DELI FOOD INC,10039,2122835214,-73.93746946,40.82888344
DILRUBA DELI & GROCERY INC.,11211,3476669058,-73.94903005,40.71410415
RIVERDALE GOURMET INC.,10463,7184323015,-73.90700044,40.88611189
BELLAL MINI MART LLC,11418,7186611918,-73.83103412,40.69995743
TARGEE DELI FOOD CORP,10304,7184460303,-74.08477141,40.616285
HERNANDEZ MARKET INC.,10463,7185610660,-73.91283934,40.87647984
"RITE AID OF NEW YORK, INC.",11215,212-791-5795,-73.98688232,40.66849387
206 NEWSTAND CORP.,10014,2122558363,-74.00529655,40.72864057
THREE 1862 CIGARS LLC,11238,7187897665,-73.96416986,40.67994573
TWAKL FAMILY DELI CORP.,10457,347-597-4626,-73.89604976,40.84664477
"RITE AID OF NEW YORK, INC.",10035,212-791-5795,-73.93926736,40.79895596
"TINEO, FAUSTO A",11237,7184979056,-73.92470618,40.70488212
"SMITH-UNION MEAT MARKET, INC.",11231,7186240699,-73.99420602,40.68175997
128 DELI GOURMET DELI CORP,10035,917-291-3778,-73.93734206,40.80684053
AL MUATH GROCERY INC.,11216,347-824-1378,-73.94694847,40.67811381
PENNSYLVANIA DELI GROCERY CORP.,11207,347-420-8612,-73.89409082,40.66498745
NEW SABA DELI & GROCERY INC.,11205,718-222-3176,-73.97070419,40.69315816
MARY'S EXPRESS DELI & GROCRY LLC,11377,7186515577,-73.91311108,40.74600965
"NEW YORK'S BEST DELI, INC",11434,718-276-4585,-73.76793673,40.6602348
2154 3 SISTER'S GROCERY & DELI INC.,10026,6463989211,-73.9552097,40.80462288
HEMO DELI GROCERY INC,11233,917-361-2422,-73.90616471,40.67879044
PAN GI GROCERY STORE INC,11220,9173628293,-74.01186839,40.63673413
48 WEST 21ST STREET CORP.,10010,2126203033,-73.99208259,40.74091496
HOSSAIN DELI & GROCERY CORP.,11209,7188361913,-74.03453459,40.61492495
"W ALI & SHEERI, INC.",11209,7184925979,-74.02108027,40.63333202
NAHSHAL DELI & GROCERY CORP.,11236,7187630421,-73.91891923,40.63517457
CRANBROOK ENTERPRISES INC,11220,3477223645,-74.01209111,40.63307256
"OVIEDO, RAMONA",11429,7182171807,-73.74980078,40.70418194
"RITE AID OF NEW YORK, INC.",10017,212-791-5795,-73.97730475,40.75252054
ATHENA'S MARKET INC.,11214,718-256-4646,-74.00525103,40.60882559
DEBOO TOBACCO SHOP CORP,11435,7183067787,-73.80865073,40.7018108
"SALEH, TOWFIK A",10467,646-267-5901,-73.86338014,40.86551897
"27 BROADWAY DELI, INC",10001,5164834899,-73.98883777,40.74464481
"RITE AID OF NEW YORK, INC.",10009,2125349781,-73.97635145,40.72326952
"METRO LOBBY NEWSSTAND VII, INC.",10036,2129999999,-73.9853193,40.7602181
1237 WHITESTONE INC,11357,7183576055,-73.814115,40.78964643
THE DOWN TOWN ASSOCIATION,10005,2124221982,-74.00825958,40.70652312
"WU, MICHAEL A.",10002,2127320740,-73.99106127,40.71450209
YANKEE DELI INC.,10009,2126777373,-73.97832727,40.72699454
M&A GOURMET DELI INCORPORATED,10467,7186520994,-73.86426596,40.8655008
"7-ELEVEN, INC.",10038,9728680711,-74.00576377,40.70767058
R & S AUTO DIAGNOSTIC INC.,11377,7185655975,-73.89909879,40.74995616
TWO BROTHERS GOURMET DELI CORP,10473,3478207104,-73.86814941,40.82331912
"BAYSIDE GROCERY & DELI, INC.",11364,718-217-2841,-73.74631167,40.73583523
ANGIE'S GROCERY CORP,11217,7182308282,-73.98039,40.68131379
ONE STOP SOUTH CONDUIT DELI INC,11413,3476306631,-73.74726061,40.66545848
"ROSARIO, BIENVENIDO",11368,7182058199,-73.86227237,40.75100219
DEKALB MARKET CORP.,11237,7184841093,-73.92059684,40.70293607
"HAMDAN, OMER",11204,7186212311,-73.99328566,40.61973607
"FAMILY DOLLAR STORES OF NEW YORK, INC.",10452,7183431924,-73.92231244,40.83700132
2009 CAROLINA DELI GROCERY CORP.,11377,7186392866,-73.90720007,40.74310384
Kasey Deli Grocery Inc.,10467,3476977207,-73.86705238,40.8750803
"PANDYA, DIPAKKISHOR",10016,7329401945,-73.98183247,40.74641702
AKSHAR 61 INC,10003,212-475-8048,-73.98923093,40.72358984
DEAN MINI MARKET CORP,11228,718-491-5699,-74.00583201,40.62184686
"PRESCRIPTION CENTER OF STATEN ISLAND, INC.",10312,718-356-1789,-74.16291751,40.54190436
MILLENNIUM MOON LIGHT DELI & GROCERY INC,11385,,-73.89077316,40.70110283
SHRI UMIYA CORP,11427,7184642362,-73.73651349,40.73344175
TWO STARS EXPRESS GROCERY INC.,10452,646-330-6270,-73.92212206,40.8360131
ALI A MOSLEH,11213,718-771-2326,-73.94146581,40.67703245
"WINDHORSE GAS STATION, INC.",11205,7187833374,-73.96150461,40.69396516
SUNNYSIDE SUPER DELI INC.,11377,7184290280,-73.91329503,40.74886707
NAMDOR INC.,10024,2127213077,-73.97696386,40.78851498
DUANE READE,10022,718-386-6692,-73.96960027,40.7574346
CITY SOUVENIRS ON 8TH INC.,10036,3479448111,-73.98873796,40.75866222
1740 PETROLEUM LLC,10453,7185817841,-73.91254128,40.84741325
MEGA FOOD STORE INC,10456,7189920018,-73.90727223,40.83645774
E-Z PASS GOURMET INC.,10458,3472713319,-73.88470909,40.85421761
A & W DELI GROCERY INC,10454,718-406-5152,-73.92437082,40.80973941
NEW YORK SOHO MARKET INC,10014,917-337-5473,-74.00327961,40.72741374
YOGI GROCERY CORP.,11373,7184464650,-73.88913374,40.74571459
"PASCUAL, JORGE",10452,7186814952,-73.93006613,40.83173918
QUEENS ROZINA MINI-MART INC.,11101,7177867009,-73.93974081,40.75074488
MALEJO DELI GROCERY CORP.,10460,7183517190,-73.86821652,40.84234282
ASTORIA GOOD CONVENIENCE STORE INC,11102,718-721-4928,-73.92198236,40.76716152
OH SARAH J,10018,3474657955,-73.99072724,40.75595059
DUANE READE,10012,718-386-6692,-73.99915213,40.72815487
"YOUSSEF, MOHAMED",10023,2128738016,-73.98296345,40.76926719
MH DELI 20 CORP,11204,718-435-3757,-73.98840217,40.61406494
CIGAR VAULT EMPORIUM INC.,10309,9176427580,-74.23502521,40.52189865
MAX SMOKE SHOP CORP,10025,7186969094,-73.96211933,40.79891633
DELI DELIGHT GOURMET INC,10470,347-326-5252,-73.86714187,40.897252
"RITE AID OF NEW YORK, INC.",10455,212-791-5795,-73.91368735,40.81933569
HERNANDEZ DELI & GROCERY CORP,11433,3479609616,-73.78380335,40.69680425
2082 MADISON FOOD CORP.,10037,5168431676,-73.93781989,40.80962668
"SHOREWAY CONVENIENCE, INC.",11235,718-975-3923,-73.93709395,40.58396532
MOS CIGAR,10466,3473465117,-73.8500105,40.89106371
TRIDEV CORPORATION,11361,7184283340,-73.77368492,40.7688019
CACAO DELI GROCERY CORP.,10474,3475776881,-73.88800161,40.82021113
VAPE N SMOKE INC,11365,2129677577,-73.78901139,40.73993147
MIDTOWN NEWS STAND INC.,10018,2126298101,-73.99241675,40.75361219
"SHAH, PARESH I",10003,9084325030,-73.99284157,40.73007872
"HUDSON GROUP (HG) RETAIL, LLC",10001,2129716800,-74.00354454,40.75645319
"MIAH, SYED K",10002,212-466-1300,-73.98730503,40.72031789
NEW STAR TOBACCO INC.,11220,7184374932,-74.00760005,40.6477301
ANW INC.,11228,347-738-8680,-74.00873144,40.61903876
"7-ELEVEN, INC.",10030,212-368-5659,-73.94201334,40.8226855
STOP ONE SUPERMARKET CORP.,11207,7186937292,-73.90591176,40.68942348
SANTA RITA PIZZA CORP,11105,718-274-8595,-73.90092162,40.76923409
"ESTRELLA, MARIA L",11385,7184562958,-73.90927434,40.70127535
DONIA DELI & GROCERY CORP.,11215,7187688597,-73.97828216,40.66614304
MK SUPERETTE INC.,10314,7184422844,-74.11716952,40.613509
CKM DELI GROCERY CORP,11207,347-371-5390,-73.89822225,40.66222993
GHANSHYAM P. PATEL TRADING INC.,11377,7186726135,-73.90349423,40.74533227
CENTRAL AUTO INC.,11354,7183591958,-73.83405172,40.75831268
LUCY DELI GROCERY CORP,11208,3472408113,-73.87499992,40.68675633
B&W DELI GROCERY CORP.,10001,917-388-2601,-73.99534759,40.75299203
ADAM'S DELI ON THE CORNER CORP,11223,7186451480,-73.969886,40.60446852
ORGANIC DELI & GROCERY II CORP,11238,3472428001,-73.95923225,40.68297981
82ND STREET GROCERY INC.,10024,212-579-9520,-73.97701925,40.78495782
ASHFORD GROCERY AND DELI INC.,11207,718-927-0391,-73.88054596,40.66237213
PATCHEN DELI GROCERY CORP,11221,347-663-4953,-73.9267177,40.68613391
QUEZADA GROUP FOOD CORP,11207,347-406-7736,-73.88884301,40.66689012
SUNNY LLC,11219,7189305729,-73.99348889,40.64117563
SEVEN DAYS DELI AND GROCERY INC.,11230,718-859-4293,-73.96718946,40.6321051
OLD BAYVIEW DELI & GROCERY INC,10304,7184488450,-74.07184257,40.62157204
"CHATRASALA, AMARNATH R",11419,7188431612,-73.83010532,40.6851535
THREE 74 FOOD GROCERY CORP,10001,212-563-7007,-73.99587841,40.74885846
"RITE AID OF NEW YORK, INC.",10467,212-791-5795,-73.88185434,40.88216673
"KINGS THIRD AVE. PHARMACY, INC.",10128,2125346000,-73.95175134,40.78186768
CARILUIS CORP.,11436,7183223535,-73.79445534,40.6737292
"B.R. DELI & GROCERY, INC.",11220,718-439-4639,-74.0248434,40.63804682
BIN-AMER DELI & GROCERY INC,11213,347-856-9557,-73.93151025,40.66451626
HATHEFH DELI GROCERIES CORP,10462,646-897-9294,-73.86387042,40.83971931
LOS COMPADRES - 1 GROCERY STORE INC.,10453,3475364136,-73.91464679,40.84874875
RAHMAN NEWS INC.,10018,7189321208,-73.98504285,40.75355383
1932 GROCERY DELI INC,10029,6467249016,-73.94447429,40.79186346
NEW 777 MINI MARKET CORP.,11232,7186335866,-73.99863426,40.64598192
WEST STREET GOURMET INCORPORATED,10006,2127470577,-74.01611879,40.70645092
HIGHLINE DELI II CORP.,10002,7182758383,-73.99314978,40.71528998
VINCENT ABINANTI JR.,10305,7184471693,-74.07271491,40.59236137
SPEEDWAY LLC,11211,7182394862,-73.94184033,40.71471556
4185 ENTERPRISE CORP.,10466,7185478877,-73.85748184,40.89322226
UNION DELI GROCERY INC,11215,347-529-5829,-73.9831564,40.67726569
KINGS CONVENIENCE CORP.,11229,7183763311,-73.95885996,40.60849995
JULIO C FERNANDEZ,11385,7184562067,-73.91185538,40.70221058
AROUND THE WORLD FASHION PUBLICATIONS INC.,10018,212-695-2534,-73.98823732,40.75246453
"SHETH, KIRIT",10019,7186512295,-73.98451059,40.76079439
"JAMES MARKET, INC.",10038,718-832-5288,-73.99877718,40.71268815
O & K NY CORPORATION,11366,7183803030,-73.81067473,40.72568539
"PEREZ, BERNARDO",11218,7189723107,-73.98021851,40.63955743
NOR-PARSONS SERVICE CENTER INC.,11366,7183806484,-73.81078281,40.72701403
MEDICITI DRUGS INC.,11378,7184248273,-73.89778786,40.72460445
Y&Z DELI CORP.,11418,2123852211,-73.835504,40.69789435
DUANE READE,10022,718-386-6692,-73.97427046,40.75895084
DOUGLAS & 4TH SERVICE STATION INC.,11217,7182224501,-73.98182914,40.67922251
YOURS WHOLESOME FOODS INC.,10002,2124773663,-73.98693692,40.72103148
NASSAU AVE DELI & GROCERY CORP,11222,3473492002,-73.94775195,40.72476696
SOEY RX INC.,11209,718-748-6158,-74.02610353,40.63560093
CRYSTAL CORNER DELI & GROCERY CORP,11385,7188216968,-73.88175453,40.70445626
S&T SUPERMARKETS INC.,11212,,-73.90342928,40.66814118
EHITSHAM HAQ,11374,7182752079,-73.86117622,40.72971255
576 ATLANTIC AVENUE MINI MART INC.,11217,718-204-1565,-73.97885304,40.68459627
J.M. DELI & GROCERY CORP.,11385,7188309898,-73.86342716,40.7088276
SAN MICHAEL GROCERY INC.,10035,2128315741,-73.93887241,40.80818901
"ROSARIO, JOSE",11238,718-636-4495,-73.95680689,40.68675847
LOS SOCIOS GROCERY CORP,11377,718-899-1579,-73.89910964,40.74994244
NEW EMPIRE DELI & GROCERY CORP,11366,718-820-0888,-73.79147681,40.72586082
FULTON MINI MARKET CORP,11238,3478669948,-73.96390149,40.68284687
"GENOVESE DRUG STORES, INC.",11414,212-929-6915,-73.83938166,40.65712888
GOLDEN GOURMET CORP.,11235,917-865-2782,-73.95419609,40.5873852
IZZY GROCERY INC,10467,7187980645,-73.8747212,40.87924709
"HAPPINESS DELI, INC.",11377,7184582783,-73.89897082,40.73676477
"RODRIGUEZ, JOSE D.",11221,718-526-5210,-73.91625106,40.68843237
BRITNEY'S DELI GROCERY CORP,11385,3475001888,-73.90927434,40.70127535
Richard D. Paik,11220,7184399280,-74.02285142,40.63962274
KING GOURMET DELI FOOD CORP.,10451,7185855547,-73.91511858,40.82176309
"KIM, DONG J",11209,718-745-6887,-74.02920636,40.62067951
"80TH ST. DELI & GROCERY, INC.",11421,7182965613,-73.86240121,40.69211896
751 BERGEN DELY INC,11238,718-230-0157,-73.96350729,40.67844139
SUNRISE EXPRESS DELI INC,11221,7183520100,-73.92364763,40.68754547
"ANANTA CONVENIENCE STORE, INC.",11106,7187210861,-73.92095466,40.76313154
"SALEH, FAISUL T",11216,718-953-1714,-73.95005896,40.67444269
SAMMY DELI CORP.,10040,646-918-6111,-73.9266842,40.86089959
MIKE FAMILY DELI GROCERY CORP.,10451,7184508470,-73.91864885,40.81854333
ANGELO MINI MARKET INC,11373,7186993831,-73.87422855,40.74205699
HAPPY DELI INC. I,11355,7188867232,-73.81677833,40.75487752
EAST VILLAGE DELI & GRILL CORP,10002,6469644187,-73.98288195,40.72117642
17TH MINI MART INC,11214,6467085911,-74.0031442,40.61025571
GNM DELI & GROCERY INC.,11413,7187122318,-73.75381534,40.65819626
4918 NEW STAND DELI & GROCERY CORP,11219,7188511828,-73.99477203,40.63638604
"FUMEE, INC.",10013,2129411781,-74.00451688,40.72358476
COZY GOURMET INC.,10002,6469198826,-73.97963013,40.71386111
RAMDAM INC.,11358,7188867147,-73.80658454,40.75389471
"BALI, SAMIR",10011,7185237256,-73.99848787,40.7452931
NEW AMERICAN DELI AND GROCERY INC.,11420,7187380452,-73.81327922,40.66916378
ANW DELI & FRUIT LLC,11374,6465866486,-73.85647595,40.73258055
"JACARANDA CLUB, LLC",10022,2123556777,-73.96238657,40.76061912
IZZY MANHATTAN DELI CORP,11222,3472367058,-73.94590064,40.72540015
159 CANDY GROCERY CORP,10032,718-833-5325,-73.94124828,40.83391923
DUANE READE,10036,718-386-6692,-73.98291258,40.75647394
"SAFAN DELI, INC.",11225,347-842-5851,-73.95690713,40.66556062
"CONEY SUPER, CORP.",11230,7183752180,-73.96277636,40.61216559
"PIAST EUROPEAN MARKET, INC.",11222,718-389-5793,-73.94846495,40.72650746
